,Temperature_Comedor_Sensor,22:Temperature_Exterior_Sensor,5:Weather_Temperature,9:Humedad_Habitacion_Sensor,23:Humedad_Exterior_Sensor,8:Humedad_Comedor_Sensor,7:CO2_Habitacion_Sensor,Temperature_Habitacion_Sensor
1443,19.9867,20.7227,19.0,45.5013,46.7893,45.7973,210.443,19.6747
1444,20.1827,21.0653,19.0,45.536,46.0453,46.1573,210.72,19.8953
1445,20.3727,21.3573,19.0,45.8213,45.144,46.792,210.176,20.0687
1446,20.6133,21.5947,19.0,45.3973,44.3973,46.6053,210.869,20.2413
1447,20.8907,21.8453,19.0,45.2933,44.232,46.8107,210.645,20.4667
1448,21.2333,22.2013,19.0,44.936,44.248,45.3547,214.485,20.664
1449,22.22,22.4387,19.0,44.5307,42.6853,43.728,236.107,21.0147
1450,23.004,22.6973,19.0,43.016,42.7067,42.0853,303.104,21.4267
1451,23.4787,22.9133,19.0,42.9227,42.5067,41.8013,312.203,21.6893
1452,23.48,23.076,19.0,42.8933,41.728,38.432,287.243,21.7493
1453,23.1387,23.1,19.0,43.4187,39.8867,35.9853,252.352,21.732
1454,23.012,23.056,19.0,43.4507,39.6787,34.6987,231.925,21.744
1455,22.972,22.9693,19.0,43.5413,38.728,34.3173,220.352,21.772
1456,23.0093,22.796,19.0,44.2987,38.1493,35.0973,215.979,21.8227
1457,23.18,22.568,19.0,44.5813,38.292,35.728,215.115,21.948
1458,23.224,22.2493,19.0,44.3333,38.4067,36.0853,213.739,21.9813
1459,23.212,21.904,19.0,44.3467,38.7827,36.4147,213.024,22.0
1460,23.196,21.572,19.0,44.496,39.216,36.7507,213.131,21.9893
1461,23.132,21.24,19.0,44.1013,39.7853,37.0427,212.213,21.976
1462,23.056,20.9773,19.0,43.136,40.5587,37.284,212.235,21.952
1463,22.98,20.696,19.0,42.776,40.7987,37.4907,212.725,21.8693
1464,22.888,20.4373,18.0667,42.3413,41.736,37.8547,212.843,21.8267
1465,22.804,20.2153,18.0,42.2613,43.4693,38.3947,212.779,21.7587
1466,22.696,20.0133,18.0,42.5467,45.3787,39.1573,212.149,21.704
1467,22.5907,19.7807,18.0,43.232,48.352,40.0867,212.832,21.6187
1468,22.4933,19.5553,17.6667,43.6987,50.488,41.0267,213.621,21.556
1469,22.3813,19.3647,16.2667,44.1973,52.624,42.072,214.304,21.452
1470,22.2733,19.1393,16.0,44.7013,53.92,42.9307,214.208,21.3813
1471,22.1787,18.8913,16.0,45.0987,55.288,43.7173,215.147,21.2933
1472,22.0613,18.7073,15.4667,45.4347,56.1147,44.2427,215.477,21.192
1473,21.964,18.496,15.0,45.7147,56.824,44.7253,215.893,21.1213
1474,21.86,18.278,15.0,45.832,57.768,45.2,216.107,21.036
1475,21.7507,18.0987,15.0,45.872,58.4667,45.6027,216.789,20.9507
1476,21.628,17.9373,14.2667,46.0027,58.9227,45.84,217.152,20.864
1477,21.5147,17.7713,14.0,46.0907,59.4533,46.1547,216.363,20.78
1478,21.4187,17.5993,14.0,45.976,59.9627,46.0907,216.704,20.696
1479,21.3,17.4293,13.2667,45.9413,59.5333,45.9013,219.243,20.5973
1480,21.1707,17.206,13.0,46.2,57.4133,45.736,219.424,20.4927
1481,21.0427,16.944,13.0,45.936,55.712,45.136,220.053,20.362
1482,20.9053,16.6713,13.0,46.0453,54.2987,44.6267,219.488,20.2633
1483,20.7907,16.362,13.0,45.8773,54.0453,44.2507,218.475,20.1147
1484,20.6773,16.106,11.1333,45.6907,53.2507,43.904,218.955,20.0207
1485,20.5413,15.93,11.0,45.4373,52.4107,43.5787,217.269,19.9073
1486,20.4173,15.75,11.0,45.304,51.5253,43.264,216.245,19.75
1487,20.2847,15.5787,11.0,45.1707,51.3013,42.872,215.584,19.6067
1488,20.162,15.386,10.8667,45.0373,50.848,42.5707,214.123,19.508
1489,20.0467,15.176,10.0,44.9893,50.5573,42.496,214.016,19.3933
1490,19.908,15.0247,10.0,44.9093,50.248,42.3973,213.685,19.28
1491,19.7873,14.8427,9.86667,44.768,50.8693,42.552,212.757,19.1327
1492,19.664,14.6353,9.0,44.784,51.3333,42.616,214.464,19.0127
1493,19.5233,14.4933,9.0,44.832,51.344,42.6693,213.056,18.8953
1494,19.388,14.3553,9.0,44.6933,51.2667,42.488,214.176,18.7567
1495,19.2713,14.2007,9.0,44.5307,51.2907,42.24,213.184,18.63
1496,19.1433,14.0567,9.73333,44.672,51.4827,42.5013,212.459,18.5373
1497,19.012,13.9173,9.66667,44.48,51.2507,42.3493,213.301,18.3833
1498,18.8933,13.7647,9.0,44.5067,51.568,42.5253,212.789,18.27
1499,18.7853,13.6273,9.0,44.4533,51.4853,42.4293,212.043,18.154
1500,18.6533,13.512,9.0,44.4373,51.4853,42.4613,212.384,18.0653
1501,18.55,13.3873,9.0,44.392,51.5947,42.5147,211.648,17.9347
1502,18.4207,13.27,9.0,44.3867,51.7067,42.504,211.456,17.8307
1503,18.2967,13.1847,9.0,44.3067,51.8773,42.6107,211.104,17.72
1504,18.1833,13.0593,9.0,44.3893,52.1387,42.6667,212.373,17.6353
1505,18.0573,12.9447,9.0,44.3947,52.0747,42.6853,211.765,17.5153
1506,17.9407,12.8167,9.0,44.3493,52.1387,42.648,210.965,17.4233
1507,17.8267,12.7333,8.86667,44.3973,52.16,42.5973,210.869,17.316
1508,17.7193,12.6947,8.0,44.3147,52.072,42.6133,210.965,17.1987
1509,17.5993,12.6133,8.0,44.4293,52.1307,42.7307,210.56,17.0607
1510,17.4813,12.582,8.0,44.4267,51.88,42.8,210.603,16.96
1511,17.3887,12.5027,8.0,44.216,51.8,42.64,210.859,16.818
1512,17.2927,12.352,8.0,44.232,52.4213,42.776,210.837,16.7213
1513,17.1633,12.162,8.0,44.2293,53.08,42.7733,212.779,16.6233
1514,17.058,12.0307,8.0,44.2027,53.24,42.736,213.205,16.5513
1515,16.9627,11.9867,7.86667,44.216,53.224,42.6907,215.573,16.4167
1516,16.908,12.014,7.0,44.1413,53.008,42.6187,214.741,16.348
1517,16.8433,12.0747,7.13333,44.112,53.12,42.6187,214.923,16.3167
1518,16.7927,12.216,8.0,44.016,52.8373,42.4613,214.485,16.2733
1519,16.776,12.4213,8.0,43.9067,52.472,42.4107,214.379,16.2367
1520,16.768,12.698,8.93333,43.7787,51.8373,42.3973,214.464,16.2267
1521,16.8,13.08,9.0,43.5813,51.088,42.2613,214.496,16.2293
1522,16.8673,13.498,9.0,43.352,50.6267,42.104,214.08,16.3007
1523,16.9373,13.9673,9.0,43.0507,50.424,41.8747,214.507,16.4033
1524,17.0393,14.4753,11.8,42.776,49.9093,41.704,213.611,16.5413
1525,17.1887,14.9893,12.0,42.472,49.24,41.576,213.899,16.724
1526,17.3793,15.4187,12.0,42.184,48.352,41.7173,212.597,16.9173
1527,17.5847,15.868,13.6667,41.9093,47.872,41.632,211.701,17.1527
1528,17.8167,16.3873,17.0,41.6827,47.4,41.456,211.765,17.4147
1529,18.0853,16.9673,17.0,41.48,46.816,41.448,211.531,17.6987
1530,18.3633,17.494,17.0,41.3653,46.0693,41.3973,211.051,17.964
1531,18.6467,18.066,17.2667,41.1253,44.9653,41.2427,211.947,18.3093
1532,18.9227,18.6827,19.0,40.968,44.9413,41.2347,212.416,18.6247
1533,19.2113,19.208,19.0,40.944,44.5573,41.3013,212.192,18.936
1534,19.4947,19.654,19.0,40.9733,44.088,41.496,212.725,19.2667
1535,19.7773,20.0633,19.0,40.952,43.584,41.5653,212.224,19.5187
1536,20.062,20.4687,19.0,40.9667,43.2267,41.6347,212.832,19.85
1537,20.3267,20.848,19.5333,40.8587,43.1093,41.5707,212.128,20.12
1538,20.5987,21.2573,20.0,40.868,42.3013,41.7333,212.107,20.4293
1539,20.8373,21.6627,20.0,40.816,42.0187,41.6133,211.595,20.668
1540,21.1013,21.9707,20.0,40.912,40.7907,41.9253,211.371,20.92
1541,21.36,22.38,20.0,40.6627,40.7373,41.8347,210.933,21.1373
1542,21.6107,22.8227,20.0,40.5107,39.5907,41.8027,211.413,21.3227
1543,21.852,23.1773,20.0,40.4987,39.1173,42.056,210.475,21.5627
1544,22.0733,23.5693,20.0,40.3213,38.5293,41.9813,211.04,21.7493
1545,22.2907,23.828,20.0,40.268,37.9133,42.0507,211.157,21.928
1546,22.5027,24.0907,20.0,40.1947,37.772,42.1067,211.232,22.0813
1547,22.708,24.36,20.7333,40.1333,37.536,40.7893,211.285,22.22
1548,22.8987,24.58,21.0,40.2133,36.6147,39.6707,210.965,22.3053
1549,23.0453,24.6467,21.0,40.204,36.092,37.8987,211.2,22.4347
1550,23.1933,24.712,21.0,40.216,35.4573,37.036,210.539,22.5427
1551,23.304,24.6587,21.0,40.1987,34.3933,36.4747,210.549,22.592
1552,23.3893,24.508,21.0,40.1027,33.4467,36.5907,210.656,22.684
1553,23.452,24.2373,21.0,40.0147,32.3093,35.8707,210.507,22.7213
1554,23.508,23.8267,21.0,40.0187,31.104,35.1707,210.24,22.784
1555,23.5187,23.3893,21.0,39.3347,31.2613,34.512,210.219,22.796
1556,23.512,23.0053,20.4667,38.5107,31.3973,34.264,209.952,22.7573
1557,23.464,22.7,20.0,37.724,31.4347,33.896,209.312,22.744
1558,23.4067,22.3987,20.0,37.408,31.984,33.7747,209.184,22.6787
1559,23.3707,22.1107,20.0,37.064,33.012,33.8653,208.992,22.672
1560,23.296,21.848,20.0,36.6827,33.72,33.8333,208.715,22.5813
1561,23.2267,21.556,20.0,36.5467,35.868,34.6253,208.736,22.544
1562,23.18,21.2853,20.0,36.9987,37.7987,35.4467,208.992,22.464
1563,23.084,20.972,20.0,37.716,40.3587,36.3387,210.187,22.3867
1564,22.992,20.664,19.0667,38.4973,42.3147,37.304,210.229,22.3067
1565,22.9053,20.3993,19.0,39.2267,43.416,37.936,211.179,22.228
1566,22.8307,20.1467,19.0,39.6053,44.04,38.3787,210.933,22.1253
1567,22.7347,19.8973,18.6,40.08,44.9147,38.812,210.848,22.0307
1568,22.6467,19.6527,19.0,40.388,45.3573,39.1667,212.021,21.9493
1569,22.5413,19.4153,19.0,40.7107,45.7067,39.428,212.971,21.848
1570,22.432,19.186,19.0,40.9107,45.4667,39.5333,213.483,21.7493
1571,22.3293,18.9307,19.0,41.024,44.8373,39.484,214.443,21.656
1572,22.216,18.6193,19.0,41.0747,43.2267,39.2827,215.979,21.5293
1573,22.104,18.318,19.0,40.992,41.6267,38.8587,215.456,21.424
1574,21.9733,18.0187,19.0,40.7707,41.816,38.3307,216.437,21.264
1575,21.84,17.7347,19.0,40.6307,41.5253,38.048,216.267,21.132
1576,21.7053,17.448,19.0,40.544,40.8093,37.7267,215.925,21.0
1577,21.5613,17.1753,15.2667,40.272,40.5,37.484,215.243,20.8613
1578,21.4453,16.9267,12.0,40.2987,39.7133,37.5427,214.635,20.7493
1579,21.304,16.66,11.4,40.192,39.4307,37.4987,214.251,20.6053
1580,21.1533,16.444,11.0,39.5987,39.5587,36.5773,213.131,20.4513
1581,21.0227,16.182,10.6,39.404,40.1533,36.8107,213.621,20.3407
1582,20.88,15.9493,10.1333,39.4307,41.0853,37.1187,212.928,20.2173
1583,20.7573,15.742,10.0,39.3347,41.48,37.1267,213.376,20.0653
1584,20.6387,15.5887,10.0,39.3093,40.9973,36.9107,213.387,19.9633
1585,20.5133,15.454,10.0,39.2813,40.5773,36.784,212.491,19.8393
1586,20.38,15.3367,9.66667,39.2427,40.0093,36.6893,211.893,19.74
1587,20.246,15.24,9.0,38.8853,39.8413,36.6213,211.147,19.6113
1588,20.1253,15.1193,9.0,38.9747,39.7507,36.3707,209.312,19.4753
1589,20.002,15.0067,9.73333,38.6867,39.56,36.4347,209.312,19.3887
1590,19.88,14.8467,10.0,38.724,40.0253,37.1067,209.248,19.29
1591,19.7573,14.7233,9.8,38.6373,40.0653,36.756,208.96,19.1533
1592,19.6347,14.6247,9.0,38.5893,39.9693,36.5293,208.907,19.0653
1593,19.5233,14.526,9.0,38.536,40.0253,36.876,208.757,18.944
1594,19.3947,14.42,9.0,38.5,40.176,37.052,208.341,18.8133
1595,19.2787,14.3233,8.86667,38.3973,40.1427,37.0467,208.192,18.74
1596,19.1787,14.2333,8.13333,38.4973,40.2333,37.4907,207.808,18.632
1597,19.05,14.0873,8.0,38.5333,40.604,37.984,207.957,18.524
1598,18.936,13.8993,8.0,38.6,41.6347,38.2573,208.171,18.4267
1599,18.8333,13.7253,8.0,38.708,42.096,38.2973,208.64,18.3153
1600,18.7053,13.574,8.0,38.7627,42.3627,38.328,208.779,18.182
1601,18.6073,13.4567,8.0,38.7853,42.3013,38.2133,209.024,18.0667
1602,18.5047,13.348,8.0,38.8427,42.2347,38.3373,208.427,17.9667
1603,18.3767,13.25,7.86667,38.884,42.2587,38.2587,208.48,17.856
1604,18.27,13.1513,7.0,38.912,42.2133,38.3227,209.024,17.7247
1605,18.136,13.042,7.0,38.9613,42.9467,38.6813,208.213,17.59
1606,18.0247,12.892,7.0,38.9667,43.7893,38.6307,208.907,17.5087
1607,17.8973,12.7327,7.0,39.036,44.5893,38.6747,209.6,17.4167
1608,17.792,12.6113,7.0,39.116,45.3013,38.732,210.443,17.3013
1609,17.674,12.4827,7.0,39.1493,45.4453,38.7,213.109,17.1773
1610,17.562,12.38,7.0,39.204,45.7867,38.672,213.653,17.0753
1611,17.472,12.2667,7.0,39.248,46.24,38.648,214.496,16.9467
1612,17.384,12.2767,7.0,39.236,45.9227,38.6013,216.032,16.8573
1613,17.3167,12.3833,7.53333,39.2,45.472,38.396,216.0,16.7687
1614,17.2833,12.5627,8.0,39.1267,44.968,38.252,216.053,16.7553
1615,17.2593,12.8427,8.0,39.0,44.08,38.16,216.331,16.7433
1616,17.262,13.2287,9.86667,38.86,43.616,38.0093,215.712,16.7267
1617,17.31,13.7113,10.0,38.6627,43.528,37.8307,215.285,16.7367
1618,17.3547,14.244,10.0,38.4547,43.9973,37.6213,214.933,16.8173
1619,17.454,14.8547,11.8667,38.1733,43.8507,37.4587,214.219,16.942
1620,17.5773,15.5147,13.8667,37.9413,43.3707,37.2947,214.709,17.0927
1621,17.752,16.2293,14.0,37.6667,42.6187,37.0907,214.293,17.306
1622,17.968,17.0047,16.2,37.384,41.9707,36.9453,213.387,17.5433
1623,18.2227,17.812,17.2,37.14,41.1653,36.8427,213.227,17.818
1624,18.4813,18.6393,19.0,36.9493,40.5707,36.696,212.565,18.1313
1625,18.7493,19.4273,19.6667,36.8013,40.3173,36.7307,212.32,18.444
1626,19.0393,20.1127,21.0,36.6933,39.5093,36.6827,211.883,18.8133
1627,19.368,20.7733,21.3333,36.5467,38.3933,36.5467,211.595,19.174
1628,19.7013,21.4267,22.0,36.36,37.228,36.4933,211.509,19.5407
1629,20.0213,22.0747,22.1333,36.2747,36.7307,36.4453,212.149,19.888
1630,20.354,22.7133,22.8,36.12,36.2987,36.2733,211.819,20.2947
1631,20.6787,23.348,23.1333,36.0627,35.3107,36.3907,211.691,20.652
1632,21.056,23.9427,23.8667,35.4853,34.8067,36.3373,214.272,21.0427
1633,21.428,24.4907,24.6667,35.56,34.464,36.5293,220.341,21.444
1634,21.736,25.0467,25.0,35.6347,33.9347,36.5667,218.933,21.7333
1635,22.0507,25.5333,25.0,35.7507,33.5413,36.6933,217.6,22.0453
1636,22.3613,26.024,25.0,35.784,33.0533,36.8813,217.291,22.3733
1637,22.6827,26.548,25.0,35.6907,32.78,36.892,216.757,22.6507
1638,22.9733,27.076,25.0,35.796,32.0707,37.1933,217.024,22.9147
1639,23.2707,27.576,25.0,35.896,31.4453,37.3667,215.68,23.1747
1640,23.5427,27.9827,25.0,35.8093,31.2787,37.5547,214.635,23.436
1641,23.8307,28.324,25.0,35.6973,31.312,37.384,214.667,23.6653
1642,24.0853,28.6653,25.0,35.648,31.1507,37.248,213.451,23.88
1643,24.3333,28.936,25.0,35.6987,31.0947,37.4507,214.379,24.0613
1644,24.5693,29.128,25.0,35.74,30.68,37.7133,213.28,24.2493
1645,24.776,29.156,25.1333,35.524,29.7387,37.4787,213.333,24.4027
1646,24.9787,29.124,26.0,35.3293,29.508,35.3933,212.416,24.5267
1647,25.1347,28.9947,25.8667,35.1667,29.1347,34.42,212.736,24.6293
1648,25.2653,28.8427,25.0,34.9653,28.108,34.3773,213.376,24.7373
1649,25.392,28.58,25.0,34.6653,26.408,34.36,212.117,24.8013
1650,25.4693,28.192,25.0,34.3147,26.1747,32.5533,212.075,24.8747
1651,25.5147,27.7693,25.0,33.92,25.5173,32.0667,211.851,24.912
1652,25.54,27.3813,25.0,33.5707,25.784,31.5093,211.616,24.944
1653,25.528,26.9933,24.2667,33.0467,25.984,31.012,212.352,24.944
1654,25.5107,26.6387,24.0,32.752,26.4973,30.832,212.832,24.944
1655,25.4867,26.3027,24.0,32.024,27.0773,30.752,212.181,24.896
1656,25.432,25.9133,24.0,32.1293,27.7587,31.0333,212.117,24.88
1657,25.3613,25.5333,24.0,32.3027,28.26,31.5013,211.68,24.8267
1658,25.3,25.164,23.4667,32.5027,28.3813,31.916,211.413,24.7947
1659,25.2173,24.816,23.0,32.836,28.3707,32.0867,212.075,24.724
1660,25.1427,24.4427,22.4667,33.2187,28.4253,32.2187,212.224,24.6507
1661,25.072,24.0693,22.0,33.3707,28.9533,32.436,212.277,24.5893
1662,24.992,23.716,21.2667,33.6547,29.0027,32.5773,212.843,24.4973
1663,24.916,23.4213,20.4667,33.8667,29.2493,32.648,214.336,24.4187
1664,24.8373,23.1293,20.0,34.0587,30.6427,32.636,216.928,24.3493
1665,24.76,22.848,20.0,34.3067,31.1933,32.6533,219.488,24.2613
1666,24.6493,22.5427,20.0,34.32,31.6333,32.6547,220.928,24.1493
1667,24.56,22.2693,20.0,34.348,31.8773,32.7973,219.701,24.0387
1668,24.4853,21.9907,17.2,34.5013,32.6133,32.972,219.179,23.9307
1669,24.38,21.7507,17.0,34.6173,33.2547,33.0373,221.067,23.8213
1670,24.2813,21.4787,16.4667,34.7333,33.6027,33.244,220.789,23.6973
1671,24.1707,21.2187,16.0,34.3307,33.5493,32.9427,220.256,23.572
1672,24.0587,20.9587,16.0,34.36,33.7533,33.0307,222.005,23.4733
1673,23.9547,20.688,16.0,34.428,33.884,33.0867,221.259,23.364
1674,23.8613,20.454,15.0667,34.4667,34.6653,33.42,220.885,23.2853
1675,23.74,20.2007,15.0,34.5653,35.1987,33.6427,222.485,23.1627
1676,23.6227,19.9473,14.0667,34.7547,35.556,33.6507,224.139,23.056
1677,23.5173,19.7567,14.0,34.776,35.5667,33.844,222.432,22.9587
1678,23.4027,19.544,14.0,34.8507,36.1333,34.0933,223.189,22.8333
1679,23.308,19.3247,14.3333,34.98,36.2187,34.212,222.293,22.748
1680,23.1947,19.1187,15.0,35.0707,36.5773,34.4707,220.853,22.6173
1681,23.0773,18.8967,15.0,35.0907,36.9747,34.4787,220.789,22.5213
1682,22.9613,18.666,15.0,35.2133,37.408,34.708,219.307,22.38
1683,22.8347,18.4427,15.0,35.296,37.544,34.7627,219.883,22.2907
1684,22.7187,18.2553,14.2667,35.2933,37.8173,35.004,219.413,22.1493
1685,22.5787,18.0553,14.0,35.3907,37.82,34.8707,218.048,22.056
1686,22.4573,17.8667,13.7333,35.42,38.2147,35.1493,218.112,21.9253
1687,22.32,17.6107,13.2,35.504,38.6,35.0653,217.525,21.7973
1688,22.184,17.4287,13.0,35.576,39.2067,35.244,216.619,21.6453
1689,22.0653,17.2487,13.0,35.6107,39.3587,35.204,216.619,21.5373
1690,21.916,17.0773,13.0,35.6373,39.3947,35.052,216.064,21.3987
1691,21.8053,16.966,12.7333,35.6773,38.7893,35.1253,215.125,21.292
1692,21.6867,16.88,12.0,35.6707,38.4107,35.1147,214.517,21.1627
1693,21.56,16.7873,12.0,35.6453,38.5307,35.2467,212.907,21.056
1694,21.4347,16.632,11.2667,35.64,38.912,35.332,213.205,20.9547
1695,21.304,16.5,11.0,35.656,39.3627,35.4347,212.64,20.852
1696,21.1867,16.34,11.0,35.68,39.9493,35.5,212.341,20.7307
1697,21.0693,16.1653,11.0,35.7827,40.1267,35.4427,213.899,20.624
1698,20.92,15.9867,10.0667,35.86,40.572,35.4493,213.568,20.4853
1699,20.7973,15.8407,10.0,35.936,40.7053,35.5147,213.643,20.388
1700,20.6973,15.7133,11.8667,35.96,41.6107,35.576,213.909,20.2633
1701,20.5653,15.564,12.0,35.996,41.76,35.544,214.144,20.1227
1702,20.4733,15.4713,11.4667,36.04,41.1627,35.5253,214.357,19.9987
1703,20.3527,15.3867,10.2667,36.08,40.9187,35.488,213.728,19.9113
1704,20.2347,15.312,10.0,36.1253,40.8387,35.46,213.675,19.7933
1705,20.136,15.2467,10.1333,36.1333,40.5027,35.384,215.125,19.686
1706,20.0267,15.1933,11.0,36.12,40.3747,35.324,214.24,19.59
1707,19.9367,15.1793,11.3333,36.088,40.324,35.252,214.112,19.508
1708,19.8533,15.19,12.0,36.056,40.9,35.24,213.707,19.44
1709,19.7747,15.284,12.0,36.044,40.5973,35.2133,214.229,19.36
1710,19.7373,15.4373,12.0,35.9813,40.1653,35.156,214.283,19.34
1711,19.7207,15.7033,12.0,35.892,39.2213,35.048,214.261,19.304
1712,19.7433,16.026,12.4667,35.7573,38.6587,35.012,214.187,19.28
1713,19.76,16.3293,13.9333,35.6213,38.444,35.0213,213.536,19.328
1714,19.8247,16.6507,15.0,35.4493,38.1693,34.9253,211.424,19.3827
1715,19.9073,17.1553,15.5333,35.2627,38.1493,34.7907,212.075,19.4907
1716,20.0367,17.7287,16.0,35.056,38.724,34.7653,212.117,19.64
1717,20.1653,18.236,16.6667,34.8533,38.7853,34.8227,211.979,19.7867
1718,20.338,18.7393,18.0,34.6427,38.676,34.7693,212.288,19.9727
1719,20.544,19.276,18.0,34.46,38.4733,34.708,212.661,20.216
1720,20.7507,19.816,18.7333,34.2867,38.0707,34.6013,212.885,20.482
1721,20.984,20.376,19.0,34.192,37.5387,34.5547,212.747,20.7227
1722,21.2213,20.8707,20.4667,34.14,36.96,34.5613,213.568,20.9667
1723,21.4533,21.3227,21.0,34.116,36.6867,34.48,213.547,21.196
1724,21.712,21.8373,21.0,34.1,36.2547,34.4427,213.888,21.4693
1725,21.944,22.3187,21.5333,34.076,35.9093,34.4413,213.557,21.744
1726,22.1933,22.8173,22.0,34.0267,35.6787,34.6507,213.643,22.0347
1727,22.488,23.3653,22.7333,33.92,34.8133,34.7773,213.344,22.3453
1728,22.7773,23.9013,23.0,33.9173,34.2093,34.944,213.355,22.62
1729,22.9893,24.232,23.0,33.9013,33.5853,35.3133,213.088,22.832
1730,23.1693,24.3547,23.0,33.7693,33.596,35.5627,211.808,23.02
1731,23.3147,24.204,23.0,33.9827,34.8453,35.9653,211.936,23.184
1732,23.4813,24.1747,23.7333,34.2587,35.0507,36.244,211.829,23.3333
1733,23.628,24.164,24.0,34.3893,34.896,36.3387,211.648,23.436
1734,23.724,24.068,23.4667,34.5053,34.5467,36.36,210.667,23.54
1735,23.8,23.9333,23.0,34.3373,34.4387,35.7573,210.677,23.584
1736,23.852,23.7027,23.0,34.4973,35.484,35.96,210.539,23.588
1737,23.912,23.464,22.8667,34.6613,37.416,35.5973,210.133,23.64
1738,23.9667,23.3107,22.0,34.928,38.8747,35.7493,210.731,23.692
1739,24.008,23.236,21.6667,35.0173,39.764,36.0973,210.976,23.696
1740,24.0347,23.1013,21.0,35.2453,40.62,36.5107,211.029,23.7187
1741,24.0613,22.9627,21.0,35.4947,40.0693,36.6787,210.699,23.74
1742,24.0773,22.8653,21.0,35.6053,37.776,36.5333,210.368,23.7267
1743,24.0987,22.7573,20.7333,35.6107,37.5987,36.2547,208.992,23.74
1744,24.0827,22.652,19.0,35.624,39.604,36.1653,209.248,23.74
1745,24.0747,22.536,19.0,35.76,39.8213,36.4933,209.056,23.6947
1746,24.0467,22.3853,19.0,35.9507,40.0787,36.4787,208.725,23.672
1747,24.032,22.2547,19.0,36.0973,40.72,36.6733,208.288,23.6
1748,23.9787,22.1067,19.0,36.18,40.9187,36.872,208.064,23.564
1749,23.9373,21.952,19.0,36.316,40.06,36.7787,208.992,23.508
1750,23.9,21.78,19.0,36.384,39.5973,36.4813,208.448,23.464
1751,23.8453,21.6507,18.8667,36.408,40.3653,36.516,207.637,23.38
1752,23.7853,21.5307,18.0,36.4747,40.528,36.624,207.616,23.332
1753,23.736,21.3787,18.0,36.5613,41.1027,36.7027,207.68,23.2667
1754,23.648,21.22,18.0,36.6827,41.4667,36.8747,208.32,23.2
1755,23.5893,21.0013,18.0,36.7507,41.984,37.0053,208.544,23.124
1756,23.508,20.8227,18.0,36.8813,42.3173,37.128,208.715,23.052
1757,23.4173,20.6387,18.0,36.948,42.448,37.208,208.331,22.9587
1758,23.364,20.4533,18.0,36.984,42.9227,37.2747,209.216,22.8747
1759,23.276,20.2507,18.0,37.0827,43.4933,37.416,209.184,22.7987
1760,23.2053,20.028,18.0,37.1853,43.8773,37.528,209.408,22.7067
1761,23.1173,19.8233,17.8667,37.228,44.08,37.5107,209.408,22.616
1762,23.0107,19.6273,17.0,37.224,44.5307,37.444,209.824,22.5373
1763,22.9213,19.452,15.5333,37.392,45.184,37.5973,210.784,22.4133
1764,22.832,19.2647,15.0,37.42,46.1787,37.644,210.816,22.3307
1765,22.7133,19.09,14.4667,37.56,46.7467,37.7907,211.061,22.244
1766,22.62,18.9027,14.0,37.7147,46.7227,37.8053,211.072,22.1267
1767,22.508,18.6867,14.0,37.792,46.6027,37.7147,211.019,22.036
1768,22.4053,18.4707,13.2667,37.7653,45.928,37.5387,213.397,21.928
1769,22.2853,18.2487,13.0,37.6427,44.5947,37.1227,214.165,21.8027
1770,22.1667,18.0333,13.0,37.716,44.144,36.98,214.037,21.688
1771,22.0573,17.778,13.0,37.668,44.2027,36.7787,215.093,21.5467
1772,21.9373,17.532,13.0,37.5573,44.7787,36.696,215.968,21.4467
1773,21.832,17.3247,12.7333,37.492,43.9573,36.588,215.979,21.32
1774,21.72,17.1193,12.0,37.472,44.4133,36.432,216.405,21.1773
1775,21.576,16.8487,12.0,37.496,45.7093,36.3707,219.189,21.0853
1776,21.4413,16.522,12.0,37.5613,46.464,36.4107,223.285,20.9307
1777,21.3093,16.2933,12.0,37.616,46.2027,36.38,222.037,20.836
1778,21.1667,16.1753,11.0,37.584,45.7893,36.2347,220.48,20.7107
1779,21.0347,16.0633,11.0,37.556,45.44,36.132,219.221,20.576
1780,20.8773,15.9393,11.0,37.4347,46.2693,35.8773,219.083,20.4273
1781,20.736,15.7533,11.0,37.456,45.1253,35.892,217.845,20.2947
1782,20.616,15.5247,11.0,37.476,45.232,35.8413,216.469,20.136
1783,20.498,15.2333,10.6667,37.52,46.3013,35.8453,216.139,19.9847
1784,20.3627,14.9847,10.0,37.5693,47.176,35.764,215.424,19.8893
1785,20.2353,14.816,10.0,37.6,47.232,35.748,216.352,19.7667
1786,20.0933,14.7493,10.0,37.604,46.3973,35.724,214.613,19.5967
1787,19.972,14.7033,9.4,37.5987,46.4667,35.608,213.024,19.498
1788,19.8267,14.5767,9.0,37.56,47.3253,35.5453,213.963,19.3853
1789,19.698,14.4067,9.13333,37.5893,47.4453,35.528,213.589,19.2473
1790,19.5833,14.3053,9.73333,37.5987,47.2827,35.532,212.736,19.12
1791,19.4593,14.17,10.0,37.66,47.3387,35.5653,211.904,19.0
1792,19.3427,14.0867,10.0,37.6947,47.1733,35.544,211.765,18.8587
1793,19.242,14.0113,10.0,37.712,47.368,35.4707,211.637,18.7853
1794,19.1147,13.9533,10.0,37.7253,46.976,35.4493,212.043,18.68
1795,18.9913,13.7927,9.53333,37.72,48.3573,35.3533,211.221,18.54
1796,18.89,13.5907,9.0,37.744,48.904,35.4027,213.269,18.4647
1797,18.7667,13.506,9.0,37.796,48.5387,35.428,213.771,18.3447
